5L profile	Denmark	France	Germany	Japan	Netherlands	Spain	Thailand	UK	US	Zimbabwe
22151	0.394	0.257	0.207	0.547	0.268	0.225	0.250	0.121	0.420	0.475
22152	0.340	0.186	0.207	0.497	0.170	0.176	0.224	0.064	0.387	0.439
22153	0.326	0.167	0.207	0.484	0.144	0.163	0.218	0.050	0.379	0.429
22154	0.179	0.111	0.175	0.460	0.046	0.123	0.179	-0.031	0.314	0.367
22155	0.027	0.053	0.142	0.435	-0.057	0.081	0.140	-0.115	0.246	0.302
22211	0.752	0.571	0.845	0.707	0.806	0.720	0.552	0.747	0.799	0.743
22212	0.698	0.499	0.845	0.656	0.707	0.671	0.525	0.691	0.751	0.706
22213	0.683	0.481	0.845	0.643	0.681	0.658	0.518	0.676	0.739	0.697
22214	0.537	0.340	0.655	0.619	0.468	0.475	0.412	0.463	0.616	0.635
22215	0.384	0.193	0.457	0.594	0.246	0.285	0.301	0.242	0.487	0.570
22221	0.702	0.481	0.755	0.642	0.737	0.649	0.493	0.648	0.738	0.689
22222	0.648	0.410	0.755	0.592	0.638	0.600	0.467	0.592	0.678	0.653
22223	0.634	0.391	0.755	0.579	0.613	0.587	0.461	0.577	0.662	0.643
22224	0.487	0.250	0.565	0.555	0.399	0.404	0.354	0.364	0.547	0.581
22225	0.335	0.103	0.367	0.530	0.178	0.214	0.244	0.143	0.427	0.516
22231	0.689	0.459	0.733	0.626	0.719	0.631	0.478	0.624	0.723	0.676
22232	0.636	0.387	0.733	0.576	0.621	0.582	0.453	0.567	0.659	0.639
22233	0.621	0.369	0.733	0.563	0.595	0.569	0.446	0.553	0.643	0.630
22234	0.475	0.228	0.543	0.539	0.382	0.386	0.340	0.340	0.530	0.568
22235	0.322	0.081	0.345	0.514	0.160	0.196	0.229	0.119	0.412	0.503
22241	0.556	0.328	0.523	0.581	0.529	0.446	0.368	0.411	0.594	0.582
22242	0.502	0.257	0.523	0.531	0.431	0.397	0.343	0.355	0.537	0.546
22243	0.488	0.238	0.523	0.518	0.405	0.384	0.336	0.340	0.523	0.536
22244	0.341	0.131	0.396	0.494	0.237	0.258	0.257	0.180	0.432	0.474
22245	0.189	0.020	0.264	0.469	0.063	0.128	0.175	0.014	0.338	0.409
22251	0.355	0.132	0.207	0.512	0.242	0.168	0.202	0.092	0.400	0.441
22252	0.302	0.060	0.207	0.462	0.144	0.119	0.177	0.035	0.354	0.404
22253	0.287	0.042	0.207	0.449	0.118	0.106	0.170	0.021	0.342	0.395
22254	0.141	-0.014	0.175	0.425	0.020	0.066	0.132	-0.060	0.285	0.333
22255	-0.012	-0.072	0.142	0.400	-0.083	0.024	0.092	-0.144	0.226	0.268
22311	0.742	0.540	0.845	0.697	0.799	0.706	0.539	0.740	0.793	0.734
22312	0.688	0.469	0.845	0.647	0.701	0.657	0.513	0.683	0.743	0.698
22313	0.674	0.450	0.845	0.634	0.675	0.644	0.507	0.669	0.730	0.688
22314	0.527	0.309	0.655	0.610	0.462	0.461	0.400	0.456	0.609	0.626
22315	0.375	0.162	0.457	0.585	0.240	0.271	0.290	0.235	0.483	0.561
22321	0.692	0.450	0.755	0.633	0.730	0.635	0.481	0.641	0.729	0.681
22322	0.638	0.379	0.755	0.583	0.632	0.586	0.456	0.585	0.666	0.644
22323	0.624	0.360	0.755	0.570	0.606	0.573	0.449	0.570	0.649	0.635
22324	0.478	0.219	0.565	0.546	0.393	0.390	0.343	0.357	0.536	0.572
22325	0.325	0.072	0.367	0.521	0.171	0.200	0.232	0.136	0.419	0.508
22331	0.680	0.428	0.733	0.617	0.713	0.617	0.467	0.617	0.714	0.667
22332	0.626	0.357	0.733	0.567	0.615	0.568	0.441	0.560	0.647	0.631
22333	0.612	0.338	0.733	0.554	0.589	0.555	0.435	0.546	0.629	0.621
22334	0.465	0.197	0.543	0.530	0.376	0.372	0.328	0.333	0.518	0.559
22335	0.313	0.050	0.345	0.505	0.154	0.182	0.218	0.112	0.403	0.494
22341	0.547	0.297	0.523	0.572	0.523	0.432	0.356	0.404	0.587	0.573
22342	0.493	0.226	0.523	0.522	0.424	0.383	0.331	0.348	0.527	0.537
22343	0.479	0.207	0.523	0.509	0.399	0.370	0.324	0.333	0.511	0.527
22344	0.332	0.100	0.396	0.485	0.231	0.244	0.245	0.173	0.422	0.465
22345	0.180	-0.011	0.264	0.460	0.057	0.114	0.163	0.007	0.330	0.400
22351	0.346	0.101	0.207	0.503	0.236	0.154	0.191	0.085	0.396	0.432
22352	0.292	0.030	0.207	0.453	0.138	0.105	0.165	0.028	0.346	0.396
22353	0.278	0.011	0.207	0.440	0.112	0.092	0.159	0.014	0.333	0.386
22354	0.131	-0.045	0.175	0.416	0.014	0.052	0.120	-0.067	0.278	0.324
22355	-0.021	-0.103	0.142	0.391	-0.089	0.010	0.081	-0.151	0.221	0.259
22411	0.710	0.472	0.739	0.668	0.714	0.570	0.474	0.632	0.724	0.704
22412	0.657	0.401	0.739	0.618	0.616	0.521	0.448	0.576	0.680	0.668
22413	0.642	0.382	0.739	0.605	0.590	0.508	0.442	0.561	0.668	0.658
22414	0.496	0.269	0.601	0.581	0.414	0.372	0.358	0.392	0.565	0.596
22415	0.343	0.151	0.457	0.556	0.232	0.231	0.270	0.216	0.459	0.531
22421	0.661	0.382	0.649	0.604	0.645	0.499	0.416	0.534	0.666	0.650
22422	0.607	0.311	0.649	0.554	0.547	0.449	0.391	0.477	0.608	0.614
22423	0.593	0.292	0.649	0.541	0.521	0.437	0.384	0.463	0.593	0.604
22424	0.446	0.179	0.511	0.517	0.345	0.301	0.300	0.293	0.498	0.542
22425	0.294	0.061	0.367	0.492	0.163	0.159	0.213	0.117	0.400	0.477
22431	0.648	0.360	0.627	0.588	0.628	0.481	0.402	0.509	0.652	0.637
22432	0.595	0.289	0.627	0.538	0.530	0.432	0.376	0.453	0.590	0.601
22433	0.580	0.270	0.627	0.525	0.504	0.419	0.370	0.438	0.574	0.591
22434	0.434	0.157	0.489	0.501	0.328	0.283	0.286	0.269	0.482	0.529
22435	0.281	0.039	0.345	0.476	0.146	0.142	0.198	0.093	0.386	0.464
22441	0.515	0.252	0.459	0.543	0.468	0.334	0.310	0.332	0.540	0.543
22442	0.461	0.181	0.459	0.493	0.370	0.285	0.284	0.276	0.485	0.507
22443	0.447	0.162	0.459	0.480	0.344	0.272	0.278	0.261	0.471	0.497
22444	0.300	0.072	0.364	0.456	0.199	0.174	0.212	0.127	0.394	0.435
22445	0.148	-0.022	0.264	0.431	0.049	0.073	0.144	-0.013	0.314	0.370
22451	0.314	0.090	0.207	0.474	0.228	0.114	0.171	0.066	0.372	0.402
22452	0.261	0.019	0.207	0.424	0.130	0.064	0.146	0.009	0.327	0.366
22453	0.246	0.000	0.207	0.411	0.104	0.052	0.139	-0.005	0.316	0.356
22454	0.100	-0.056	0.175	0.387	0.005	0.011	0.101	-0.086	0.262	0.294
22455	-0.053	-0.114	0.142	0.362	-0.097	-0.031	0.061	-0.170	0.207	0.229
22511	0.646	0.333	0.522	0.608	0.540	0.291	0.341	0.413	0.583	0.642
22512	0.592	0.262	0.522	0.558	0.442	0.242	0.315	0.356	0.550	0.606
22513	0.578	0.243	0.522	0.545	0.416	0.229	0.309	0.342	0.542	0.596
22514	0.431	0.187	0.490	0.521	0.318	0.189	0.270	0.261	0.477	0.534
22515	0.279	0.129	0.457	0.496	0.215	0.147	0.231	0.177	0.409	0.469
22521	0.596	0.243	0.432	0.544	0.471	0.220	0.283	0.314	0.537	0.589
22522	0.542	0.172	0.432	0.494	0.373	0.171	0.258	0.258	0.490	0.552
22523	0.528	0.153	0.432	0.481	0.347	0.158	0.251	0.243	0.478	0.543
22524	0.382	0.097	0.401	0.457	0.249	0.118	0.213	0.162	0.421	0.480
22525	0.229	0.039	0.367	0.432	0.146	0.076	0.173	0.078	0.362	0.416
22531	0.584	0.221	0.410	0.528	0.454	0.202	0.269	0.290	0.525	0.575
22532	0.530	0.150	0.410	0.478	0.356	0.153	0.243	0.233	0.475	0.539
22533	0.516	0.131	0.410	0.465	0.330	0.140	0.237	0.219	0.462	0.529
22534	0.369	0.075	0.378	0.441	0.232	0.100	0.198	0.138	0.407	0.467
22535	0.217	0.017	0.345	0.416	0.129	0.058	0.159	0.054	0.351	0.402
22541	0.451	0.160	0.329	0.483	0.357	0.134	0.214	0.185	0.444	0.481
22542	0.397	0.088	0.329	0.433	0.259	0.084	0.189	0.128	0.401	0.445
22543	0.383	0.070	0.329	0.420	0.233	0.072	0.182	0.114	0.390	0.435
22544	0.236	0.014	0.297	0.396	0.134	0.031	0.144	0.033	0.337	0.373
22545	0.084	-0.044	0.264	0.371	0.032	-0.011	0.104	-0.051	0.282	0.308
22551	0.250	0.068	0.207	0.414	0.211	0.030	0.132	0.027	0.322	0.340
22552	0.196	-0.003	0.207	0.364	0.113	-0.019	0.106	-0.030	0.289	0.304
22553	0.182	-0.022	0.207	0.351	0.087	-0.032	0.100	-0.044	0.281	0.294
22554	0.035	-0.078	0.175	0.327	-0.012	-0.072	0.061	-0.125	0.230	0.232
22555	-0.117	-0.136	0.142	0.302	-0.114	-0.114	0.022	-0.209	0.178	0.167
23111	0.779	0.660	0.831	0.732	0.817	0.755	0.577	0.758	0.811	0.762
23112	0.725	0.589	0.831	0.682	0.719	0.706	0.552	0.702	0.775	0.725
23113	0.711	0.570	0.831	0.669	0.693	0.693	0.545	0.687	0.766	0.716
23114	0.565	0.429	0.640	0.645	0.480	0.510	0.439	0.474	0.635	0.654
23115	0.412	0.282	0.443	0.620	0.258	0.320	0.328	0.253	0.500	0.589
23121	0.730	0.571	0.741	0.668	0.749	0.684	0.520	0.660	0.761	0.708
23122	0.676	0.499	0.741	0.618	0.650	0.634	0.494	0.603	0.712	0.672
23123	0.662	0.481	0.741	0.605	0.625	0.622	0.488	0.589	0.699	0.662
23124	0.515	0.339	0.550	0.581	0.411	0.439	0.381	0.376	0.577	0.600
23125	0.363	0.193	0.353	0.556	0.190	0.249	0.271	0.155	0.451	0.535
23131	0.717	0.548	0.719	0.652	0.731	0.666	0.505	0.635	0.749	0.695
23132	0.663	0.477	0.719	0.602	0.633	0.617	0.480	0.579	0.696	0.658
23133	0.649	0.458	0.719	0.589	0.607	0.604	0.473	0.564	0.683	0.649
23134	0.503	0.317	0.528	0.565	0.394	0.421	0.367	0.351	0.563	0.587
23135	0.350	0.170	0.331	0.540	0.172	0.231	0.256	0.130	0.439	0.522
23141	0.584	0.418	0.508	0.607	0.541	0.481	0.395	0.423	0.615	0.601
23142	0.530	0.346	0.508	0.557	0.442	0.432	0.370	0.366	0.569	0.565
23143	0.516	0.328	0.508	0.544	0.417	0.419	0.363	0.352	0.557	0.555
23144	0.369	0.221	0.381	0.520	0.249	0.293	0.284	0.192	0.460	0.493
23145	0.217	0.109	0.250	0.495	0.075	0.162	0.202	0.025	0.359	0.428
23151	0.383	0.221	0.193	0.538	0.254	0.203	0.229	0.103	0.413	0.460
23152	0.329	0.150	0.193	0.488	0.156	0.154	0.204	0.047	0.377	0.423
23153	0.315	0.131	0.193	0.475	0.130	0.141	0.197	0.032	0.368	0.414
23154	0.169	0.076	0.161	0.451	0.032	0.101	0.159	-0.049	0.305	0.352
23155	0.016	0.017	0.128	0.426	-0.071	0.059	0.119	-0.133	0.239	0.287
23211	0.741	0.535	0.831	0.697	0.792	0.698	0.530	0.729	0.788	0.727
23212	0.687	0.464	0.831	0.647	0.693	0.649	0.505	0.673	0.738	0.691
23213	0.673	0.445	0.831	0.634	0.668	0.636	0.498	0.658	0.726	0.681
23214	0.526	0.304	0.640	0.610	0.454	0.453	0.392	0.445	0.604	0.619
23215	0.374	0.157	0.443	0.585	0.233	0.263	0.281	0.224	0.477	0.554
23221	0.691	0.446	0.741	0.633	0.723	0.627	0.472	0.631	0.725	0.674
23222	0.637	0.374	0.741	0.583	0.624	0.577	0.447	0.575	0.662	0.637
23223	0.623	0.356	0.741	0.570	0.599	0.565	0.440	0.560	0.645	0.628
23224	0.477	0.214	0.550	0.546	0.385	0.382	0.334	0.347	0.532	0.565
23225	0.324	0.068	0.353	0.521	0.164	0.192	0.223	0.126	0.414	0.501
23231	0.679	0.423	0.719	0.617	0.706	0.609	0.458	0.606	0.709	0.660
23232	0.625	0.352	0.719	0.567	0.607	0.560	0.433	0.550	0.643	0.624
23233	0.611	0.333	0.719	0.554	0.582	0.547	0.426	0.535	0.626	0.614
23234	0.464	0.192	0.528	0.530	0.368	0.364	0.320	0.322	0.514	0.552
23235	0.312	0.045	0.331	0.505	0.147	0.174	0.209	0.101	0.399	0.487
23241	0.546	0.293	0.508	0.572	0.515	0.424	0.348	0.394	0.582	0.567
23242	0.492	0.221	0.508	0.522	0.417	0.375	0.322	0.338	0.522	0.530
23243	0.478	0.203	0.508	0.509	0.391	0.362	0.316	0.323	0.507	0.521
23244	0.331	0.096	0.381	0.484	0.224	0.236	0.237	0.163	0.418	0.458
23245	0.179	-0.016	0.250	0.460	0.050	0.105	0.154	-0.004	0.326	0.394
23251	0.345	0.096	0.193	0.503	0.229	0.146	0.182	0.074	0.390	0.425
23252	0.291	0.025	0.193	0.453	0.130	0.097	0.157	0.018	0.341	0.389
23253	0.277	0.006	0.193	0.440	0.105	0.084	0.150	0.003	0.328	0.379
23254	0.130	-0.050	0.161	0.416	0.006	0.044	0.112	-0.078	0.273	0.317
23255	-0.022	-0.108	0.128	0.391	-0.096	0.002	0.072	-0.162	0.216	0.252
23311	0.731	0.504	0.831	0.688	0.785	0.684	0.518	0.722	0.782	0.719
23312	0.677	0.433	0.831	0.638	0.687	0.635	0.493	0.666	0.729	0.682
23313	0.663	0.414	0.831	0.625	0.661	0.622	0.486	0.651	0.716	0.673
23314	0.517	0.273	0.640	0.601	0.448	0.439	0.380	0.438	0.596	0.611
23315	0.364	0.126	0.443	0.576	0.226	0.249	0.269	0.217	0.472	0.546
23321	0.682	0.415	0.741	0.624	0.717	0.613	0.461	0.624	0.716	0.665
23322	0.628	0.343	0.741	0.574	0.618	0.563	0.435	0.567	0.649	0.629
23323	0.614	0.325	0.741	0.561	0.593	0.551	0.429	0.553	0.632	0.619
23324	0.467	0.183	0.550	0.537	0.379	0.368	0.322	0.340	0.521	0.557
23325	0.315	0.037	0.353	0.512	0.158	0.178	0.212	0.119	0.405	0.492
23331	0.669	0.392	0.719	0.608	0.699	0.595	0.446	0.599	0.700	0.652
23332	0.615	0.321	0.719	0.558	0.601	0.546	0.421	0.543	0.630	0.615
23333	0.601	0.302	0.719	0.545	0.575	0.533	0.414	0.528	0.611	0.606
23334	0.455	0.161	0.528	0.521	0.362	0.350	0.308	0.315	0.502	0.544
23335	0.302	0.014	0.331	0.496	0.140	0.160	0.197	0.094	0.389	0.479
23341	0.536	0.262	0.508	0.563	0.509	0.410	0.336	0.387	0.574	0.558
23342	0.482	0.190	0.508	0.513	0.410	0.361	0.311	0.330	0.511	0.522
23343	0.468	0.172	0.508	0.500	0.385	0.348	0.304	0.316	0.494	0.512
23344	0.321	0.065	0.381	0.476	0.217	0.222	0.225	0.156	0.408	0.450
23345	0.169	-0.047	0.250	0.451	0.043	0.091	0.143	-0.011	0.318	0.385
23351	0.335	0.065	0.193	0.494	0.222	0.132	0.170	0.067	0.385	0.417
23352	0.281	-0.006	0.193	0.444	0.124	0.083	0.145	0.011	0.332	0.380
23353	0.267	-0.025	0.193	0.431	0.098	0.070	0.138	-0.004	0.319	0.371
23354	0.121	-0.080	0.161	0.407	0.000	0.030	0.100	-0.085	0.266	0.309
23355	-0.032	-0.139	0.128	0.382	-0.103	-0.012	0.060	-0.169	0.211	0.244
23411	0.700	0.437	0.725	0.659	0.700	0.548	0.453	0.615	0.714	0.689
23412	0.646	0.365	0.725	0.609	0.602	0.498	0.428	0.559	0.667	0.652
23413	0.632	0.347	0.725	0.596	0.576	0.486	0.421	0.544	0.655	0.643
23414	0.485	0.233	0.586	0.572	0.401	0.349	0.337	0.374	0.554	0.580
23415	0.333	0.116	0.443	0.547	0.218	0.208	0.250	0.198	0.449	0.516
23421	0.650	0.347	0.635	0.595	0.631	0.476	0.396	0.516	0.654	0.635
23422	0.596	0.275	0.635	0.545	0.533	0.427	0.370	0.460	0.593	0.599
23423	0.582	0.257	0.635	0.532	0.507	0.414	0.364	0.445	0.577	0.589
23424	0.436	0.144	0.496	0.508	0.332	0.278	0.280	0.276	0.484	0.527
23425	0.283	0.026	0.353	0.483	0.149	0.137	0.192	0.100	0.388	0.462
23431	0.638	0.325	0.613	0.579	0.614	0.459	0.381	0.492	0.639	0.622
23432	0.584	0.253	0.613	0.529	0.516	0.409	0.356	0.436	0.574	0.585
23433	0.570	0.235	0.613	0.516	0.490	0.397	0.349	0.421	0.558	0.576
23434	0.423	0.121	0.474	0.492	0.315	0.260	0.265	0.251	0.467	0.513
23435	0.271	0.004	0.331	0.467	0.132	0.119	0.178	0.075	0.373	0.449
23441	0.504	0.217	0.445	0.534	0.455	0.312	0.289	0.315	0.528	0.528
23442	0.451	0.145	0.445	0.484	0.356	0.263	0.264	0.258	0.471	0.491
23443	0.436	0.127	0.445	0.471	0.331	0.250	0.257	0.244	0.456	0.482
23444	0.290	0.036	0.349	0.447	0.186	0.152	0.192	0.109	0.381	0.420
23445	0.137	-0.057	0.250	0.422	0.035	0.050	0.123	-0.030	0.303	0.355
23451	0.304	0.055	0.193	0.465	0.214	0.091	0.151	0.048	0.362	0.387
23452	0.250	-0.017	0.193	0.415	0.116	0.042	0.126	-0.008	0.315	0.350
23453	0.236	-0.035	0.193	0.402	0.090	0.029	0.119	-0.023	0.303	0.341
23454	0.089	-0.091	0.161	0.378	-0.009	-0.011	0.081	-0.104	0.251	0.278
23455	-0.063	-0.149	0.128	0.353	-0.111	-0.053	0.041	-0.188	0.197	0.214
23511	0.635	0.297	0.508	0.599	0.526	0.269	0.320	0.395	0.576	0.627
23512	0.581	0.226	0.508	0.549	0.428	0.220	0.295	0.339	0.540	0.590
23513	0.567	0.207	0.508	0.536	0.402	0.207	0.288	0.324	0.531	0.581
23514	0.421	0.152	0.476	0.512	0.304	0.167	0.250	0.243	0.468	0.519
23515	0.268	0.093	0.443	0.487	0.201	0.125	0.210	0.159	0.402	0.454
23521	0.586	0.208	0.418	0.535	0.458	0.198	0.263	0.297	0.527	0.573
23522	0.532	0.136	0.418	0.485	0.359	0.148	0.237	0.240	0.477	0.537
23523	0.518	0.118	0.418	0.472	0.334	0.136	0.231	0.226	0.464	0.527
23524	0.371	0.062	0.386	0.448	0.235	0.095	0.193	0.145	0.409	0.465
23525	0.219	0.004	0.353	0.423	0.133	0.054	0.153	0.061	0.352	0.400
23531	0.573	0.185	0.396	0.519	0.440	0.180	0.248	0.272	0.515	0.560
23532	0.519	0.114	0.396	0.469	0.342	0.131	0.223	0.216	0.462	0.523
23533	0.505	0.095	0.396	0.456	0.316	0.118	0.216	0.201	0.448	0.514
23534	0.359	0.040	0.364	0.432	0.218	0.078	0.178	0.120	0.395	0.452
23535	0.206	-0.019	0.331	0.407	0.115	0.036	0.138	0.036	0.340	0.387
23541	0.440	0.124	0.315	0.474	0.343	0.111	0.194	0.167	0.435	0.466
23542	0.386	0.053	0.315	0.424	0.245	0.062	0.168	0.111	0.389	0.430
23543	0.372	0.034	0.315	0.411	0.219	0.049	0.162	0.096	0.377	0.420
23544	0.225	-0.022	0.283	0.387	0.121	0.009	0.123	0.015	0.325	0.358
23545	0.073	-0.080	0.250	0.362	0.018	-0.033	0.084	-0.069	0.272	0.293
23551	0.239	0.032	0.193	0.405	0.197	0.008	0.111	0.009	0.315	0.325
23552	0.185	-0.039	0.193	0.355	0.099	-0.041	0.086	-0.047	0.279	0.288
23553	0.171	-0.058	0.193	0.342	0.073	-0.054	0.079	-0.062	0.270	0.279
23554	0.025	-0.113	0.161	0.318	-0.025	-0.094	0.041	-0.143	0.221	0.217
23555	-0.128	-0.172	0.128	0.293	-0.128	-0.136	0.001	-0.227	0.170	0.152
24111	0.748	0.590	0.731	0.721	0.744	0.642	0.514	0.666	0.741	0.728
24112	0.694	0.519	0.731	0.671	0.645	0.592	0.489	0.610	0.709	0.692
24113	0.680	0.500	0.731	0.658	0.620	0.580	0.482	0.595	0.701	0.682
24114	0.533	0.380	0.579	0.634	0.434	0.431	0.392	0.414	0.584	0.620
24115	0.381	0.255	0.421	0.609	0.241	0.277	0.299	0.227	0.463	0.555
24121	0.698	0.501	0.641	0.657	0.675	0.570	0.457	0.568	0.695	0.675
24122	0.644	0.429	0.641	0.607	0.576	0.521	0.431	0.511	0.650	0.638
24123	0.630	0.411	0.641	0.594	0.551	0.508	0.425	0.497	0.638	0.629
24124	0.484	0.290	0.489	0.570	0.365	0.360	0.335	0.316	0.530	0.566
24125	0.331	0.165	0.332	0.545	0.173	0.206	0.241	0.128	0.418	0.502
24131	0.686	0.478	0.619	0.641	0.658	0.553	0.442	0.543	0.684	0.661
24132	0.632	0.407	0.619	0.591	0.559	0.503	0.417	0.487	0.636	0.625
24133	0.618	0.388	0.619	0.578	0.534	0.491	0.410	0.472	0.623	0.615
24134	0.471	0.268	0.467	0.554	0.348	0.342	0.320	0.291	0.517	0.553
24135	0.319	0.143	0.309	0.529	0.155	0.188	0.227	0.104	0.407	0.488
24141	0.553	0.365	0.440	0.595	0.490	0.396	0.346	0.357	0.561	0.567
24142	0.499	0.293	0.440	0.545	0.391	0.347	0.320	0.300	0.519	0.531
24143	0.485	0.275	0.440	0.532	0.366	0.334	0.314	0.286	0.508	0.521
24144	0.338	0.180	0.336	0.508	0.215	0.229	0.244	0.145	0.420	0.459
24145	0.186	0.082	0.228	0.483	0.058	0.120	0.172	-0.002	0.328	0.394
24151	0.352	0.194	0.171	0.527	0.237	0.160	0.200	0.077	0.376	0.426
24152	0.298	0.122	0.171	0.477	0.139	0.111	0.175	0.020	0.344	0.390
24153	0.284	0.104	0.171	0.464	0.113	0.098	0.168	0.006	0.336	0.380
24154	0.137	0.048	0.140	0.440	0.015	0.058	0.130	-0.076	0.274	0.318
24155	-0.015	-0.010	0.106	0.415	-0.088	0.016	0.090	-0.160	0.210	0.253
24211	0.710	0.465	0.731	0.685	0.718	0.585	0.467	0.637	0.722	0.694
24212	0.656	0.394	0.731	0.635	0.619	0.535	0.442	0.581	0.677	0.657
24213	0.642	0.375	0.731	0.622	0.594	0.523	0.435	0.566	0.665	0.648
24214	0.495	0.255	0.579	0.598	0.408	0.374	0.345	0.385	0.557	0.585
24215	0.343	0.130	0.421	0.573	0.216	0.220	0.252	0.198	0.444	0.521
24221	0.660	0.376	0.641	0.621	0.649	0.513	0.409	0.539	0.663	0.640
24222	0.606	0.304	0.641	0.571	0.551	0.464	0.384	0.482	0.604	0.604
24223	0.592	0.286	0.641	0.558	0.525	0.451	0.377	0.468	0.589	0.594
24224	0.445	0.165	0.489	0.534	0.339	0.303	0.287	0.287	0.489	0.532
24225	0.293	0.040	0.332	0.509	0.147	0.149	0.194	0.099	0.385	0.467
24231	0.648	0.353	0.619	0.605	0.632	0.496	0.395	0.514	0.648	0.627
24232	0.594	0.282	0.619	0.555	0.533	0.446	0.370	0.458	0.586	0.590
24233	0.580	0.263	0.619	0.542	0.508	0.434	0.363	0.443	0.570	0.581
24234	0.433	0.143	0.467	0.518	0.322	0.285	0.273	0.262	0.472	0.518
24235	0.281	0.018	0.309	0.493	0.130	0.131	0.180	0.075	0.371	0.454
24241	0.514	0.240	0.440	0.560	0.464	0.339	0.298	0.328	0.532	0.533
24242	0.460	0.168	0.440	0.510	0.366	0.290	0.273	0.272	0.477	0.496
24243	0.446	0.150	0.440	0.497	0.340	0.277	0.266	0.257	0.462	0.487
24244	0.299	0.055	0.336	0.473	0.189	0.172	0.197	0.116	0.382	0.425
24245	0.147	-0.043	0.228	0.448	0.033	0.063	0.125	-0.030	0.299	0.360
24251	0.314	0.069	0.171	0.491	0.212	0.103	0.153	0.048	0.357	0.392
24252	0.260	-0.003	0.171	0.441	0.113	0.054	0.127	-0.009	0.312	0.355
24253	0.246	-0.021	0.171	0.428	0.088	0.041	0.121	-0.023	0.301	0.346
24254	0.099	-0.077	0.140	0.404	-0.011	0.001	0.082	-0.104	0.247	0.283
24255	-0.054	-0.135	0.106	0.379	-0.113	-0.041	0.043	-0.188	0.191	0.219
24311	0.700	0.434	0.731	0.677	0.712	0.571	0.455	0.630	0.717	0.685
24312	0.646	0.363	0.731	0.627	0.613	0.521	0.430	0.574	0.669	0.649
24313	0.632	0.344	0.731	0.614	0.588	0.509	0.423	0.559	0.656	0.639
24314	0.485	0.224	0.579	0.590	0.402	0.360	0.333	0.378	0.550	0.577
24315	0.333	0.099	0.421	0.565	0.209	0.206	0.240	0.191	0.440	0.512
24321	0.650	0.345	0.641	0.613	0.643	0.499	0.398	0.532	0.655	0.632
24322	0.596	0.273	0.641	0.563	0.544	0.450	0.372	0.475	0.593	0.595
24323	0.582	0.255	0.641	0.550	0.519	0.437	0.366	0.461	0.577	0.586
24324	0.436	0.134	0.489	0.526	0.333	0.289	0.276	0.280	0.479	0.523
24325	0.283	0.009	0.332	0.501	0.141	0.135	0.182	0.092	0.377	0.459
24331	0.638	0.322	0.619	0.597	0.626	0.482	0.383	0.507	0.640	0.618
24332	0.584	0.251	0.619	0.547	0.527	0.432	0.358	0.451	0.574	0.582
24333	0.570	0.232	0.619	0.534	0.502	0.420	0.351	0.436	0.557	0.572
24334	0.423	0.112	0.467	0.510	0.316	0.271	0.261	0.255	0.461	0.510
24335	0.271	-0.013	0.309	0.485	0.123	0.117	0.168	0.068	0.362	0.445
24341	0.505	0.209	0.440	0.551	0.458	0.325	0.287	0.321	0.525	0.524
24342	0.451	0.137	0.440	0.501	0.359	0.276	0.261	0.264	0.466	0.488
24343	0.437	0.119	0.440	0.488	0.334	0.263	0.255	0.250	0.451	0.478
24344	0.290	0.024	0.336	0.464	0.183	0.158	0.185	0.109	0.373	0.416
24345	0.138	-0.074	0.228	0.439	0.026	0.049	0.113	-0.038	0.292	0.351
24351	0.304	0.038	0.171	0.483	0.205	0.089	0.141	0.041	0.353	0.383
24352	0.250	-0.034	0.171	0.433	0.107	0.040	0.116	-0.016	0.305	0.347
24353	0.236	-0.052	0.171	0.420	0.081	0.027	0.109	-0.031	0.292	0.337
24354	0.089	-0.108	0.140	0.396	-0.017	-0.013	0.071	-0.112	0.240	0.275
24355	-0.063	-0.166	0.106	0.371	-0.120	-0.055	0.031	-0.196	0.186	0.210
24411	0.669	0.380	0.651	0.647	0.645	0.458	0.401	0.544	0.659	0.655
24412	0.615	0.309	0.651	0.597	0.547	0.408	0.376	0.488	0.616	0.618
24413	0.601	0.290	0.651	0.584	0.521	0.396	0.369	0.473	0.604	0.609
24414	0.454	0.191	0.538	0.560	0.364	0.283	0.296	0.325	0.513	0.547
24415	0.302	0.088	0.421	0.535	0.201	0.166	0.221	0.172	0.418	0.482
24421	0.619	0.291	0.561	0.583	0.576	0.386	0.344	0.446	0.602	0.601
24422	0.565	0.219	0.561	0.533	0.478	0.337	0.318	0.389	0.545	0.565
24423	0.551	0.201	0.561	0.520	0.452	0.324	0.312	0.375	0.531	0.555
24424	0.404	0.101	0.448	0.496	0.295	0.211	0.239	0.227	0.447	0.493
24425	0.252	-0.002	0.332	0.471	0.132	0.094	0.163	0.073	0.361	0.428
24431	0.607	0.268	0.539	0.567	0.559	0.369	0.329	0.421	0.588	0.588
24432	0.553	0.197	0.539	0.517	0.461	0.319	0.304	0.365	0.528	0.551
24433	0.539	0.178	0.539	0.504	0.435	0.307	0.297	0.350	0.512	0.542
24434	0.392	0.079	0.426	0.480	0.278	0.194	0.224	0.202	0.431	0.480
24435	0.240	-0.024	0.309	0.455	0.115	0.077	0.149	0.049	0.347	0.415
24441	0.473	0.172	0.392	0.522	0.415	0.241	0.246	0.262	0.485	0.494
