5L profile	Denmark	France	Germany	Japan	Netherlands	Spain	Thailand	UK	US	Zimbabwe
24442	0.419	0.101	0.392	0.472	0.316	0.192	0.221	0.205	0.432	0.458
24443	0.405	0.082	0.392	0.459	0.291	0.179	0.214	0.191	0.418	0.448
24444	0.258	0.000	0.312	0.435	0.157	0.095	0.155	0.069	0.349	0.386
24445	0.106	-0.085	0.228	0.410	0.018	0.008	0.094	-0.057	0.277	0.321
24451	0.273	0.027	0.171	0.453	0.197	0.049	0.122	0.022	0.331	0.353
24452	0.219	-0.044	0.171	0.403	0.099	-0.001	0.096	-0.035	0.288	0.316
24453	0.205	-0.063	0.171	0.390	0.073	-0.014	0.090	-0.050	0.277	0.307
24454	0.058	-0.119	0.140	0.366	-0.026	-0.054	0.051	-0.131	0.226	0.245
24455	-0.095	-0.177	0.106	0.341	-0.128	-0.096	0.012	-0.215	0.173	0.180
24511	0.604	0.270	0.486	0.588	0.509	0.226	0.291	0.369	0.539	0.593
24512	0.550	0.198	0.486	0.538	0.411	0.177	0.266	0.312	0.507	0.557
24513	0.536	0.180	0.486	0.525	0.385	0.164	0.259	0.298	0.499	0.547
24514	0.389	0.124	0.455	0.501	0.287	0.124	0.221	0.217	0.437	0.485
24515	0.237	0.066	0.421	0.476	0.184	0.082	0.181	0.133	0.372	0.420
24521	0.554	0.180	0.397	0.524	0.441	0.155	0.233	0.270	0.494	0.540
24522	0.500	0.109	0.397	0.474	0.342	0.106	0.208	0.214	0.448	0.503
24523	0.486	0.090	0.397	0.461	0.317	0.093	0.201	0.199	0.437	0.494
24524	0.340	0.034	0.365	0.437	0.218	0.053	0.163	0.118	0.383	0.431
24525	0.187	-0.024	0.332	0.412	0.116	0.011	0.123	0.034	0.327	0.367
24531	0.542	0.158	0.374	0.508	0.423	0.137	0.219	0.246	0.483	0.526
24532	0.488	0.086	0.374	0.458	0.325	0.088	0.194	0.189	0.434	0.490
24533	0.474	0.068	0.374	0.445	0.299	0.075	0.187	0.175	0.421	0.480
24534	0.327	0.012	0.343	0.421	0.201	0.035	0.149	0.094	0.369	0.418
24535	0.175	-0.046	0.309	0.396	0.098	-0.007	0.109	0.010	0.315	0.353
24541	0.409	0.097	0.293	0.462	0.326	0.069	0.164	0.140	0.404	0.432
24542	0.355	0.025	0.293	0.412	0.228	0.019	0.139	0.084	0.362	0.396
24543	0.341	0.007	0.293	0.399	0.202	0.007	0.132	0.069	0.351	0.386
24544	0.194	-0.049	0.261	0.375	0.104	-0.034	0.094	-0.012	0.301	0.324
24545	0.042	-0.107	0.228	0.350	0.001	-0.075	0.054	-0.096	0.248	0.259
24551	0.208	0.005	0.171	0.394	0.180	-0.035	0.082	-0.018	0.286	0.291
24552	0.154	-0.067	0.171	0.344	0.082	-0.084	0.057	-0.074	0.254	0.255
24553	0.140	-0.085	0.171	0.331	0.056	-0.097	0.050	-0.089	0.245	0.245
24554	-0.007	-0.141	0.140	0.307	-0.042	-0.137	0.012	-0.170	0.197	0.183
24555	-0.159	-0.199	0.106	0.282	-0.145	-0.179	-0.028	-0.254	0.148	0.118
25111	0.650	0.372	0.421	0.684	0.513	0.289	0.317	0.379	0.523	0.623
25112	0.596	0.301	0.421	0.634	0.415	0.240	0.292	0.323	0.503	0.586
25113	0.582	0.282	0.421	0.621	0.389	0.227	0.285	0.308	0.498	0.577
25114	0.436	0.227	0.389	0.597	0.291	0.187	0.247	0.227	0.425	0.515
25115	0.283	0.168	0.356	0.572	0.188	0.145	0.207	0.143	0.349	0.450
25121	0.601	0.283	0.331	0.620	0.445	0.218	0.260	0.281	0.490	0.569
25122	0.547	0.211	0.331	0.570	0.346	0.168	0.234	0.224	0.457	0.533
25123	0.533	0.193	0.331	0.557	0.321	0.156	0.228	0.210	0.449	0.523
25124	0.386	0.137	0.299	0.533	0.222	0.115	0.190	0.129	0.383	0.461
25125	0.234	0.079	0.266	0.508	0.120	0.074	0.150	0.045	0.315	0.396
25131	0.588	0.260	0.309	0.604	0.427	0.200	0.245	0.256	0.481	0.556
25132	0.534	0.189	0.309	0.554	0.329	0.151	0.220	0.200	0.446	0.519
25133	0.520	0.170	0.309	0.541	0.303	0.138	0.213	0.185	0.437	0.510
25134	0.374	0.115	0.277	0.517	0.205	0.098	0.175	0.104	0.373	0.448
25135	0.221	0.056	0.244	0.492	0.102	0.056	0.135	0.020	0.307	0.383
25141	0.455	0.199	0.228	0.559	0.330	0.131	0.191	0.151	0.394	0.462
25142	0.401	0.128	0.228	0.509	0.232	0.082	0.165	0.095	0.365	0.426
25143	0.387	0.109	0.228	0.496	0.206	0.069	0.159	0.080	0.357	0.416
25144	0.240	0.053	0.196	0.472	0.108	0.029	0.120	-0.001	0.295	0.354
25145	0.088	-0.005	0.163	0.447	0.005	-0.013	0.081	-0.085	0.232	0.289
25151	0.254	0.107	0.106	0.490	0.184	0.028	0.108	-0.007	0.262	0.321
25152	0.200	0.036	0.106	0.440	0.086	-0.021	0.083	-0.063	0.242	0.284
25153	0.186	0.017	0.106	0.427	0.060	-0.034	0.076	-0.078	0.237	0.275
25154	0.040	-0.038	0.074	0.403	-0.038	-0.074	0.038	-0.159	0.179	0.213
25155	-0.113	-0.097	0.041	0.378	-0.141	-0.116	-0.002	-0.243	0.118	0.148
25211	0.612	0.247	0.421	0.649	0.488	0.232	0.270	0.350	0.517	0.588
25212	0.558	0.176	0.421	0.599	0.389	0.183	0.245	0.294	0.484	0.552
25213	0.544	0.157	0.421	0.586	0.364	0.170	0.238	0.279	0.475	0.542
25214	0.397	0.101	0.389	0.562	0.265	0.130	0.200	0.198	0.410	0.480
25215	0.245	0.043	0.356	0.537	0.163	0.088	0.160	0.114	0.342	0.415
25221	0.562	0.158	0.331	0.585	0.419	0.161	0.212	0.252	0.470	0.535
25222	0.508	0.086	0.331	0.535	0.320	0.111	0.187	0.196	0.424	0.498
25223	0.494	0.068	0.331	0.522	0.295	0.099	0.180	0.181	0.412	0.489
25224	0.348	0.012	0.299	0.498	0.196	0.058	0.142	0.100	0.355	0.426
25225	0.195	-0.046	0.266	0.473	0.094	0.017	0.102	0.016	0.296	0.362
25231	0.550	0.135	0.309	0.569	0.402	0.143	0.198	0.227	0.459	0.521
25232	0.496	0.064	0.309	0.519	0.303	0.094	0.173	0.171	0.409	0.485
25233	0.482	0.045	0.309	0.506	0.278	0.081	0.166	0.156	0.397	0.475
25234	0.335	-0.011	0.277	0.482	0.179	0.041	0.128	0.075	0.342	0.413
25235	0.183	-0.069	0.244	0.457	0.077	-0.001	0.088	-0.009	0.284	0.348
25241	0.417	0.074	0.228	0.524	0.305	0.074	0.143	0.122	0.377	0.428
25242	0.363	0.003	0.228	0.474	0.206	0.025	0.118	0.066	0.335	0.391
25243	0.349	-0.016	0.228	0.461	0.181	0.012	0.111	0.051	0.324	0.382
25244	0.202	-0.072	0.196	0.436	0.082	-0.028	0.073	-0.030	0.270	0.319
25245	0.050	-0.130	0.163	0.412	-0.020	-0.070	0.033	-0.114	0.215	0.255
25251	0.216	-0.018	0.106	0.455	0.159	-0.029	0.061	-0.036	0.255	0.286
25252	0.162	-0.089	0.106	0.405	0.060	-0.078	0.036	-0.092	0.223	0.250
25253	0.148	-0.108	0.106	0.392	0.035	-0.091	0.029	-0.107	0.214	0.240
25254	0.001	-0.164	0.074	0.368	-0.064	-0.131	-0.009	-0.188	0.164	0.178
25255	-0.151	-0.222	0.041	0.343	-0.166	-0.173	-0.049	-0.272	0.111	0.113
25311	0.602	0.216	0.421	0.640	0.481	0.218	0.258	0.343	0.515	0.580
25312	0.548	0.145	0.421	0.590	0.383	0.169	0.233	0.287	0.479	0.543
25313	0.534	0.126	0.421	0.577	0.357	0.156	0.226	0.272	0.470	0.534
25314	0.388	0.071	0.389	0.553	0.259	0.116	0.188	0.191	0.406	0.472
25315	0.235	0.012	0.356	0.528	0.156	0.074	0.148	0.107	0.340	0.407
25321	0.553	0.127	0.331	0.576	0.413	0.147	0.201	0.245	0.465	0.526
25322	0.499	0.055	0.331	0.526	0.314	0.097	0.175	0.188	0.416	0.490
25323	0.485	0.037	0.331	0.513	0.289	0.085	0.169	0.174	0.403	0.480
25324	0.338	-0.019	0.299	0.489	0.190	0.044	0.131	0.093	0.348	0.418
25325	0.186	-0.077	0.266	0.464	0.088	0.003	0.091	0.009	0.291	0.353
25331	0.540	0.104	0.309	0.560	0.395	0.129	0.186	0.220	0.453	0.513
25332	0.486	0.033	0.309	0.510	0.297	0.080	0.161	0.164	0.400	0.476
25333	0.472	0.014	0.309	0.497	0.271	0.067	0.154	0.149	0.387	0.467
25334	0.326	-0.041	0.277	0.473	0.173	0.027	0.116	0.068	0.334	0.405
25335	0.173	-0.100	0.244	0.448	0.070	-0.015	0.076	-0.016	0.279	0.340
25341	0.407	0.043	0.228	0.515	0.298	0.060	0.132	0.115	0.373	0.419
25342	0.353	-0.028	0.228	0.465	0.200	0.011	0.106	0.059	0.328	0.383
25343	0.339	-0.047	0.228	0.452	0.174	-0.002	0.100	0.044	0.316	0.373
25344	0.192	-0.103	0.196	0.428	0.076	-0.042	0.061	-0.037	0.264	0.311
25345	0.040	-0.161	0.163	0.403	-0.027	-0.084	0.022	-0.121	0.211	0.246
25351	0.206	-0.049	0.106	0.446	0.152	-0.043	0.049	-0.043	0.253	0.278
25352	0.152	-0.120	0.106	0.396	0.054	-0.092	0.024	-0.099	0.218	0.241
25353	0.138	-0.139	0.106	0.383	0.028	-0.105	0.017	-0.114	0.209	0.232
25354	-0.008	-0.194	0.074	0.359	-0.070	-0.145	-0.021	-0.195	0.160	0.170
25355	-0.161	-0.253	0.041	0.334	-0.173	-0.187	-0.061	-0.279	0.109	0.105
25411	0.571	0.206	0.421	0.611	0.473	0.177	0.239	0.324	0.486	0.550
25412	0.517	0.134	0.421	0.561	0.375	0.128	0.214	0.268	0.455	0.513
25413	0.503	0.116	0.421	0.548	0.349	0.115	0.207	0.253	0.447	0.504
25414	0.356	0.060	0.389	0.524	0.251	0.075	0.169	0.172	0.385	0.441
25415	0.204	0.002	0.356	0.499	0.148	0.033	0.129	0.088	0.320	0.377
25421	0.521	0.116	0.331	0.547	0.404	0.106	0.181	0.226	0.441	0.496
25422	0.467	0.045	0.331	0.497	0.306	0.057	0.156	0.169	0.397	0.460
25423	0.453	0.026	0.331	0.484	0.280	0.044	0.149	0.155	0.386	0.450
25424	0.307	-0.030	0.299	0.460	0.182	0.004	0.111	0.074	0.332	0.388
25425	0.154	-0.088	0.266	0.435	0.079	-0.038	0.071	-0.010	0.276	0.323
25431	0.509	0.094	0.309	0.531	0.387	0.088	0.167	0.201	0.430	0.483
25432	0.455	0.022	0.309	0.481	0.289	0.039	0.142	0.145	0.383	0.446
25433	0.441	0.004	0.309	0.468	0.263	0.026	0.135	0.130	0.371	0.437
25434	0.294	-0.052	0.277	0.444	0.165	-0.014	0.097	0.049	0.319	0.374
25435	0.142	-0.110	0.244	0.419	0.062	-0.056	0.057	-0.035	0.265	0.310
25441	0.375	0.033	0.228	0.486	0.290	0.019	0.112	0.096	0.352	0.389
25442	0.322	-0.039	0.228	0.436	0.192	-0.030	0.087	0.040	0.311	0.352
25443	0.307	-0.057	0.228	0.423	0.166	-0.043	0.080	0.025	0.301	0.343
25444	0.161	-0.113	0.196	0.399	0.068	-0.083	0.042	-0.056	0.251	0.281
25445	0.008	-0.171	0.163	0.374	-0.035	-0.125	0.002	-0.140	0.199	0.216
25451	0.175	-0.059	0.106	0.417	0.144	-0.084	0.030	-0.062	0.234	0.248
25452	0.121	-0.131	0.106	0.367	0.046	-0.133	0.005	-0.118	0.203	0.211
25453	0.107	-0.149	0.106	0.354	0.020	-0.146	-0.002	-0.133	0.195	0.202
25454	-0.040	-0.205	0.074	0.330	-0.079	-0.186	-0.040	-0.214	0.148	0.139
25455	-0.192	-0.263	0.041	0.305	-0.181	-0.228	-0.080	-0.298	0.099	0.075
25511	0.506	0.183	0.421	0.551	0.456	0.094	0.199	0.285	0.425	0.488
25512	0.452	0.112	0.421	0.501	0.358	0.045	0.174	0.229	0.405	0.451
25513	0.438	0.093	0.421	0.488	0.332	0.032	0.167	0.214	0.400	0.442
25514	0.292	0.038	0.389	0.464	0.234	-0.008	0.129	0.133	0.341	0.380
25515	0.139	-0.021	0.356	0.439	0.131	-0.050	0.089	0.049	0.280	0.315
25521	0.457	0.094	0.331	0.487	0.388	0.023	0.142	0.187	0.391	0.434
25522	0.403	0.022	0.331	0.437	0.289	-0.027	0.116	0.130	0.359	0.398
25523	0.389	0.004	0.331	0.424	0.264	-0.040	0.110	0.116	0.350	0.388
25524	0.242	-0.052	0.299	0.400	0.165	-0.080	0.072	0.035	0.299	0.326
25525	0.090	-0.110	0.266	0.375	0.063	-0.122	0.032	-0.049	0.247	0.261
25531	0.444	0.071	0.309	0.471	0.370	0.005	0.127	0.162	0.383	0.421
25532	0.390	0.000	0.309	0.421	0.272	-0.044	0.102	0.106	0.347	0.384
25533	0.376	-0.019	0.309	0.408	0.246	-0.057	0.095	0.091	0.338	0.375
25534	0.230	-0.074	0.277	0.384	0.148	-0.097	0.057	0.010	0.289	0.313
25535	0.077	-0.133	0.244	0.359	0.045	-0.139	0.017	-0.074	0.238	0.248
25541	0.311	0.010	0.228	0.426	0.273	-0.064	0.073	0.057	0.308	0.327
25542	0.257	-0.061	0.228	0.376	0.175	-0.113	0.047	0.001	0.278	0.291
25543	0.243	-0.080	0.228	0.363	0.149	-0.126	0.041	-0.014	0.270	0.281
25544	0.096	-0.136	0.196	0.339	0.051	-0.166	0.002	-0.095	0.223	0.219
25545	-0.056	-0.194	0.163	0.314	-0.052	-0.208	-0.037	-0.179	0.174	0.154
25551	0.110	-0.082	0.106	0.357	0.127	-0.167	-0.010	-0.101	0.194	0.186
25552	0.056	-0.153	0.106	0.307	0.029	-0.216	-0.035	-0.157	0.173	0.149
25553	0.042	-0.172	0.106	0.294	0.003	-0.229	-0.042	-0.172	0.168	0.140
25554	-0.104	-0.227	0.074	0.270	-0.095	-0.269	-0.080	-0.253	0.124	0.078
25555	-0.257	-0.286	0.041	0.245	-0.198	-0.311	-0.120	-0.337	0.078	0.013
31111	0.833	0.845	0.900	0.773	0.893	0.870	0.677	0.850	0.854	0.844
31112	0.779	0.774	0.900	0.723	0.795	0.821	0.652	0.794	0.833	0.808
31113	0.765	0.755	0.900	0.710	0.769	0.808	0.645	0.779	0.827	0.798
31114	0.618	0.614	0.710	0.686	0.556	0.625	0.539	0.566	0.688	0.736
31115	0.466	0.467	0.512	0.661	0.334	0.435	0.428	0.345	0.543	0.671
31121	0.783	0.755	0.810	0.709	0.824	0.799	0.619	0.752	0.819	0.790
31122	0.729	0.684	0.810	0.659	0.726	0.750	0.594	0.695	0.783	0.754
31123	0.715	0.665	0.810	0.646	0.700	0.737	0.587	0.681	0.774	0.744
31124	0.569	0.524	0.620	0.622	0.487	0.554	0.481	0.468	0.643	0.682
31125	0.416	0.377	0.422	0.597	0.265	0.364	0.370	0.247	0.508	0.617
31131	0.771	0.733	0.788	0.693	0.807	0.781	0.605	0.727	0.810	0.777
31132	0.717	0.662	0.788	0.643	0.709	0.732	0.580	0.671	0.771	0.741
31133	0.703	0.643	0.788	0.630	0.683	0.719	0.573	0.656	0.761	0.731
31134	0.556	0.502	0.598	0.606	0.470	0.536	0.467	0.443	0.632	0.669
31135	0.404	0.355	0.400	0.581	0.248	0.346	0.356	0.222	0.499	0.604
31141	0.638	0.602	0.578	0.648	0.616	0.596	0.495	0.515	0.669	0.683
31142	0.584	0.531	0.578	0.598	0.518	0.547	0.469	0.458	0.637	0.647
31143	0.570	0.512	0.578	0.585	0.492	0.534	0.463	0.444	0.628	0.637
31144	0.423	0.405	0.451	0.560	0.325	0.408	0.384	0.283	0.522	0.575
31145	0.271	0.294	0.319	0.536	0.151	0.277	0.301	0.117	0.412	0.510
31151	0.437	0.406	0.262	0.579	0.330	0.318	0.329	0.195	0.456	0.542
31152	0.383	0.335	0.262	0.529	0.232	0.269	0.304	0.139	0.435	0.506
31153	0.369	0.316	0.262	0.516	0.206	0.256	0.297	0.124	0.429	0.496
31154	0.222	0.260	0.230	0.492	0.107	0.216	0.259	0.043	0.357	0.434
31155	0.070	0.202	0.197	0.467	0.005	0.174	0.219	-0.041	0.282	0.369
31211	0.795	0.720	0.900	0.738	0.867	0.813	0.630	0.821	0.845	0.810
31212	0.741	0.648	0.900	0.688	0.769	0.764	0.604	0.765	0.810	0.773
31213	0.727	0.630	0.900	0.675	0.743	0.751	0.598	0.750	0.801	0.764
31214	0.580	0.489	0.710	0.651	0.530	0.568	0.491	0.537	0.670	0.701
31215	0.428	0.342	0.512	0.626	0.308	0.378	0.381	0.316	0.535	0.637
31221	0.745	0.630	0.810	0.674	0.798	0.742	0.572	0.723	0.796	0.756
31222	0.691	0.559	0.810	0.624	0.700	0.693	0.547	0.666	0.748	0.719
31223	0.677	0.540	0.810	0.611	0.674	0.680	0.540	0.652	0.735	0.710
31224	0.530	0.399	0.620	0.587	0.461	0.497	0.434	0.439	0.613	0.648
31225	0.378	0.252	0.422	0.562	0.239	0.307	0.323	0.218	0.486	0.583
31231	0.733	0.608	0.788	0.658	0.781	0.724	0.558	0.698	0.784	0.743
31232	0.679	0.536	0.788	0.608	0.683	0.675	0.532	0.642	0.732	0.706
31233	0.665	0.518	0.788	0.595	0.657	0.662	0.526	0.627	0.719	0.697
31234	0.518	0.377	0.598	0.571	0.444	0.479	0.419	0.414	0.598	0.634
31235	0.366	0.230	0.400	0.546	0.222	0.289	0.309	0.193	0.473	0.570
31241	0.599	0.477	0.578	0.612	0.591	0.539	0.447	0.486	0.650	0.649
31242	0.545	0.406	0.578	0.562	0.492	0.490	0.422	0.429	0.604	0.612
31243	0.531	0.387	0.578	0.549	0.467	0.477	0.415	0.415	0.593	0.603
31244	0.384	0.280	0.451	0.525	0.299	0.351	0.336	0.254	0.495	0.540
31245	0.232	0.169	0.319	0.500	0.125	0.220	0.254	0.088	0.393	0.476
31251	0.399	0.281	0.262	0.544	0.304	0.261	0.282	0.166	0.448	0.508
31252	0.345	0.209	0.262	0.494	0.206	0.212	0.256	0.110	0.413	0.471
31253	0.331	0.191	0.262	0.481	0.180	0.199	0.250	0.095	0.403	0.462
31254	0.184	0.135	0.230	0.457	0.082	0.159	0.211	0.014	0.340	0.399
31255	0.032	0.077	0.197	0.432	-0.021	0.117	0.172	-0.070	0.273	0.335
31311	0.785	0.689	0.900	0.729	0.861	0.799	0.618	0.814	0.843	0.801
31312	0.731	0.618	0.900	0.679	0.763	0.750	0.593	0.758	0.804	0.765
31313	0.717	0.599	0.900	0.666	0.737	0.737	0.586	0.743	0.794	0.755
31314	0.570	0.458	0.710	0.642	0.524	0.554	0.480	0.530	0.666	0.693
31315	0.418	0.311	0.512	0.617	0.302	0.364	0.369	0.309	0.533	0.628
31321	0.735	0.599	0.810	0.665	0.792	0.728	0.560	0.716	0.791	0.747
31322	0.681	0.528	0.810	0.615	0.694	0.679	0.535	0.659	0.739	0.711
31323	0.667	0.509	0.810	0.602	0.668	0.666	0.528	0.645	0.725	0.701
31324	0.521	0.368	0.620	0.578	0.455	0.483	0.422	0.432	0.605	0.639
31325	0.368	0.221	0.422	0.553	0.233	0.293	0.311	0.211	0.480	0.574
31331	0.723	0.577	0.788	0.649	0.775	0.710	0.546	0.691	0.778	0.734
31332	0.669	0.506	0.788	0.599	0.677	0.661	0.521	0.635	0.723	0.698
31333	0.655	0.487	0.788	0.586	0.651	0.648	0.514	0.620	0.708	0.688
31334	0.508	0.346	0.598	0.562	0.438	0.465	0.408	0.407	0.590	0.626
31335	0.356	0.199	0.400	0.537	0.216	0.275	0.297	0.186	0.467	0.561
31341	0.590	0.446	0.578	0.604	0.584	0.525	0.436	0.479	0.645	0.640
31342	0.536	0.375	0.578	0.554	0.486	0.476	0.410	0.422	0.597	0.604
31343	0.522	0.356	0.578	0.541	0.460	0.463	0.404	0.408	0.584	0.594
31344	0.375	0.249	0.451	0.516	0.293	0.337	0.325	0.247	0.488	0.532
31345	0.223	0.138	0.319	0.492	0.119	0.206	0.242	0.081	0.389	0.467
31351	0.389	0.250	0.262	0.535	0.298	0.247	0.270	0.159	0.446	0.499
31352	0.335	0.179	0.262	0.485	0.200	0.198	0.245	0.103	0.407	0.463
31353	0.321	0.160	0.262	0.472	0.174	0.185	0.238	0.088	0.397	0.453
31354	0.174	0.104	0.230	0.448	0.075	0.145	0.200	0.007	0.335	0.391
31355	0.022	0.046	0.197	0.423	-0.027	0.103	0.160	-0.077	0.271	0.326
31411	0.754	0.621	0.794	0.700	0.776	0.663	0.553	0.707	0.769	0.771
31412	0.700	0.550	0.794	0.650	0.678	0.614	0.528	0.650	0.736	0.734
31413	0.686	0.531	0.794	0.637	0.652	0.601	0.521	0.636	0.728	0.725
31414	0.539	0.418	0.656	0.613	0.476	0.465	0.437	0.466	0.618	0.663
31415	0.387	0.300	0.512	0.588	0.294	0.323	0.350	0.290	0.504	0.598
31421	0.704	0.531	0.704	0.636	0.707	0.591	0.495	0.608	0.723	0.717
31422	0.650	0.460	0.704	0.586	0.609	0.542	0.470	0.552	0.676	0.681
31423	0.636	0.441	0.704	0.573	0.583	0.529	0.463	0.537	0.664	0.671
31424	0.489	0.328	0.566	0.549	0.407	0.393	0.379	0.368	0.563	0.609
31425	0.337	0.210	0.422	0.524	0.225	0.252	0.292	0.191	0.457	0.544
31431	0.692	0.509	0.682	0.620	0.690	0.574	0.481	0.584	0.711	0.704
31432	0.638	0.438	0.682	0.570	0.592	0.525	0.456	0.527	0.662	0.667
31433	0.624	0.419	0.682	0.557	0.566	0.512	0.449	0.513	0.649	0.658
31434	0.477	0.306	0.544	0.533	0.390	0.376	0.365	0.343	0.549	0.596
31435	0.325	0.188	0.400	0.508	0.208	0.234	0.278	0.167	0.445	0.531
31441	0.558	0.401	0.514	0.574	0.530	0.427	0.389	0.406	0.594	0.610
31442	0.504	0.330	0.514	0.524	0.432	0.378	0.364	0.350	0.551	0.573
31443	0.490	0.311	0.514	0.511	0.406	0.365	0.357	0.335	0.539	0.564
31444	0.343	0.221	0.418	0.487	0.261	0.267	0.291	0.201	0.455	0.502
31445	0.191	0.127	0.319	0.462	0.111	0.166	0.223	0.062	0.368	0.437
31451	0.358	0.239	0.262	0.506	0.290	0.206	0.251	0.140	0.417	0.469
31452	0.304	0.168	0.262	0.456	0.191	0.157	0.225	0.084	0.384	0.432
31453	0.290	0.149	0.262	0.443	0.166	0.144	0.219	0.069	0.375	0.423
31454	0.143	0.093	0.230	0.419	0.067	0.104	0.180	-0.012	0.315	0.361
31455	-0.010	0.035	0.197	0.394	-0.035	0.062	0.141	-0.096	0.252	0.296
31511	0.689	0.482	0.577	0.640	0.602	0.384	0.420	0.487	0.619	0.709
31512	0.635	0.411	0.577	0.590	0.504	0.335	0.395	0.431	0.598	0.673
31513	0.621	0.392	0.577	0.577	0.478	0.322	0.388	0.416	0.592	0.663
31514	0.474	0.336	0.545	0.553	0.379	0.282	0.350	0.335	0.520	0.601
31515	0.322	0.278	0.512	0.528	0.277	0.240	0.310	0.251	0.445	0.536
31521	0.639	0.392	0.487	0.576	0.533	0.313	0.362	0.389	0.584	0.655
31522	0.585	0.321	0.487	0.526	0.435	0.264	0.337	0.332	0.549	0.619
31523	0.571	0.302	0.487	0.513	0.409	0.251	0.330	0.318	0.540	0.609
31524	0.425	0.246	0.455	0.489	0.311	0.211	0.292	0.237	0.476	0.547
31525	0.272	0.188	0.422	0.464	0.208	0.169	0.252	0.153	0.410	0.482
31531	0.627	0.370	0.465	0.560	0.516	0.295	0.348	0.364	0.575	0.642
31532	0.573	0.299	0.465	0.510	0.418	0.246	0.323	0.308	0.537	0.606
31533	0.559	0.280	0.465	0.497	0.392	0.233	0.316	0.293	0.527	0.596
31534	0.412	0.224	0.433	0.473	0.293	0.193	0.278	0.212	0.465	0.534
31535	0.260	0.166	0.400	0.448	0.191	0.151	0.238	0.128	0.401	0.469
31541	0.494	0.309	0.384	0.515	0.419	0.226	0.293	0.259	0.488	0.548
31542	0.440	0.237	0.384	0.465	0.321	0.177	0.268	0.203	0.457	0.512
31543	0.426	0.219	0.384	0.452	0.295	0.164	0.261	0.188	0.449	0.502
31544	0.279	0.163	0.352	0.427	0.196	0.124	0.223	0.107	0.389	0.440
31545	0.127	0.105	0.319	0.403	0.094	0.082	0.183	0.023	0.326	0.375
31551	0.293	0.217	0.262	0.446	0.273	0.123	0.211	0.101	0.358	0.407
31552	0.239	0.146	0.262	0.396	0.175	0.074	0.186	0.045	0.337	0.371
31553	0.225	0.127	0.262	0.383	0.149	0.061	0.179	0.030	0.331	0.361
31554	0.078	0.071	0.230	0.359	0.050	0.021	0.141	-0.051	0.274	0.299
31555	-0.074	0.013	0.197	0.334	-0.052	-0.021	0.101	-0.135	0.214	0.234
32111	0.781	0.668	0.828	0.728	0.825	0.758	0.576	0.763	0.816	0.767
32112	0.727	0.597	0.828	0.678	0.726	0.709	0.551	0.707	0.780	0.731
32113	0.713	0.578	0.828	0.665	0.701	0.696	0.544	0.692	0.770	0.721
32114	0.566	0.437	0.637	0.641	0.487	0.513	0.438	0.479	0.640	0.659
32115	0.414	0.290	0.440	0.616	0.266	0.323	0.327	0.258	0.505	0.594
32121	0.731	0.579	0.738	0.664	0.756	0.687	0.519	0.665	0.766	0.714
32122	0.677	0.507	0.738	0.614	0.657	0.638	0.493	0.609	0.716	0.677
32123	0.663	0.489	0.738	0.601	0.632	0.625	0.487	0.594	0.704	0.668
32124	0.516	0.347	0.547	0.577	0.418	0.442	0.380	0.381	0.582	0.605
32125	0.364	0.201	0.350	0.552	0.197	0.252	0.270	0.160	0.455	0.541
32131	0.719	0.556	0.716	0.648	0.739	0.669	0.504	0.640	0.753	0.700
32132	0.665	0.485	0.716	0.598	0.640	0.620	0.479	0.584	0.701	0.664
32133	0.651	0.466	0.716	0.585	0.615	0.607	0.472	0.569	0.687	0.654
32134	0.504	0.325	0.525	0.561	0.401	0.424	0.366	0.356	0.567	0.592
32135	0.352	0.178	0.328	0.536	0.180	0.234	0.255	0.135	0.443	0.527
32141	0.585	0.426	0.505	0.603	0.548	0.485	0.394	0.428	0.619	0.607
32142	0.531	0.354	0.505	0.553	0.450	0.435	0.369	0.372	0.573	0.570
32143	0.517	0.336	0.505	0.540	0.424	0.423	0.362	0.357	0.561	0.561
32144	0.370	0.229	0.378	0.516	0.257	0.297	0.283	0.197	0.464	0.498
32145	0.218	0.117	0.247	0.491	0.083	0.166	0.201	0.030	0.364	0.434
32151	0.385	0.229	0.190	0.534	0.262	0.206	0.228	0.108	0.418	0.465
32152	0.331	0.158	0.190	0.484	0.163	0.157	0.203	0.052	0.382	0.429
32153	0.317	0.139	0.190	0.471	0.138	0.144	0.196	0.037	0.372	0.419
32154	0.170	0.084	0.158	0.447	0.039	0.104	0.158	-0.044	0.309	0.357
32155	0.018	0.025	0.125	0.422	-0.063	0.062	0.118	-0.128	0.244	0.292
32211	0.742	0.543	0.828	0.693	0.799	0.702	0.529	0.735	0.792	0.733
32212	0.688	0.472	0.828	0.643	0.701	0.652	0.504	0.678	0.743	0.696
32213	0.674	0.453	0.828	0.630	0.675	0.640	0.497	0.664	0.730	0.687
32214	0.527	0.312	0.637	0.606	0.462	0.456	0.390	0.451	0.608	0.625
32215	0.375	0.165	0.440	0.581	0.240	0.267	0.280	0.230	0.482	0.560
32221	0.692	0.454	0.738	0.629	0.730	0.630	0.471	0.636	0.729	0.679
32222	0.638	0.382	0.738	0.579	0.632	0.581	0.446	0.580	0.666	0.643
32223	0.624	0.364	0.738	0.566	0.606	0.568	0.439	0.565	0.650	0.633
32224	0.478	0.222	0.547	0.542	0.393	0.385	0.333	0.352	0.536	0.571
